"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
BN215;157.0;160.0;3.0;ST;"";QZ;Pelite noire silicifiee a element de quartz blanc +Cpy;;;;;;EXW_0726
BN215;160.0;162.0;2.0;ST;"";QZ;Pelite noire silicifiee +cpy+;;;;;;EXW_0726
BN215;162.0;163.0;1.0;ST;"";QZ+BARY;Pelite noire +quartz +Barytine;;;;;;EXW_0726
BN216;0.0;47.0;47.0;GR;"";"";alternance gres alteres ;;;;;;EXW_0726
BN216;47.0;55.0;8.0;GR;"";"";Gres;;;;;;EXW_0726
BN216;55.0;64.5;9.5;GP;"";"";Greso-pelite;;;;;;EXW_0726
BN216;64.5;65.5;1.0;GRE;CPY;"";Gres quartzitique deforme;;;;;;EXW_0726
BN216;65.5;74.5;9.0;GRE;"";"";Gres;;;;;;EXW_0726
BN216;74.5;88.0;13.5;GRE;CPY;"";Greso-pelite noire;;;;;;EXW_0726
BN216;88.0;115.0;27.0;PG;CPY;"";Pelite greseux;;;;;;EXW_0726
BN216;119.0;123.0;4.0;GRE;"";"";Gres quartzitique ;;;;;;EXW_0726
BN216;123.0;127.8;4.8;GRE;"";"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;127.8;128.3;0.5;GP;"";"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;128.3;129.3;1.0;GRE;"";"";Gres quartzitique ;;;;;;EXW_0726
BN216;129.3;130.6;1.3;ST;"";QZ+SIDR;Siderite.Chalcopyrite et quartz ;;;;;;EXW_0726
BN216;130.6;131.6;1.0;GRE;"";"";Gres brechique a veinules siderite et veinules qrtz et traces cpy  ;;;;;;EXW_0726
BN216;131.6;132.0;0.4;GRE;"";"";Gres brechique a veinules siderite et veinules qrtz et traces cpy  ;;;;;;EXW_0726
BN216;132.0;132.6;0.6;GRE;"";"";Gres brechique a veinules siderite et veinules qrtz et traces cpy  ;;;;;;EXW_0726
BN216;132.6;132.9;0.3;PEL;"";"";pelites noires deformes ;;;;;;EXW_0726
BN216;132.9;133.9;1.0;GRE;"";"";Gres brechique a veinules siderite et veinules qrtz et traces cpy  ;;;;;;EXW_0726
BN216;133.9;134.5;0.6;ST;"";QZ+SIDR;Siderite.traces Chalcopyrite et quartz ;;;;;;EXW_0726
BN216;134.5;134.8;0.3;PEL;"";"";pelites noires deformes et traces Cpy ;;;;;;EXW_0726
BN216;134.8;135.3;0.5;PEL;CPY;"";pelites noires deformes et traces Cpy ;;;;;;EXW_0726
BN216;135.3;136.1;0.8;PEL;"";"";pelites noires deformes et traces Cpy ;;;;;;EXW_0726
BN216;136.1;136.6;0.5;QTZ;"";"";quartz.Barytine gres et taches Cpy;;;;;;EXW_0726
BN216;136.6;136.9;0.3;GRE;"";"";Gres brechique a veinules siderite et taches.siderites. qrtz et cpy  ;;;;;;EXW_0726
BN216;136.9;137.7;0.8;GRE;"";"";Gres brechique a veinules siderite et taches.siderites. qrtz et cpy  ;;;;;;EXW_0726
BN216;137.7;138.0;0.3;GRE;"";"";Gres ;;;;;;EXW_0726
BN216;138.0;138.6;0.6;GRE;CPY;"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;138.6;139.2;0.6;GRE;"";"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;139.2;140.2;1.0;GRE;"";"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;140.2;141.2;1.0;GRE;"";"";Greso-pelite deformes .traces Cpy;;;;;;EXW_0726
BN216;141.2;141.7;0.5;GRE;"";"";Greso-pelite.Quartz blanc a traces Cpy;;;;;;EXW_0726
BN216;141.7;142.7;1.0;GRE;"";"";Greso-pelite.Quartz blanc a traces Cpy;;;;;;EXW_0726
BN216;142.7;143.2;0.5;GRE;"";"";Greso-pelite.Quartz blanc a traces Cpy;;;;;;EXW_0726
BN216;143.2;143.5;0.3;GRE;"";"";Greso-pelite deformes ;;;;;;EXW_0726
BN216;143.5;152.0;8.5;GRE;"";"";Greso-pelite;;;;;;EXW_0726
BN217;0.0;3.0;3.0;RAS;"";"";Avant trou;;;;;;EXW_0726
BN217;3.0;11.8;8.8;GRE;"";"";gres tres alteres ;;;;;;EXW_0726
BN217;11.8;18.8;7.0;GRE;"";"";gres Quartique tres alteres ;;;;;;EXW_0726
BN217;18.8;30.5;11.7;GRE;"";"";gres Quartique tres alteres ;;;;;;EXW_0726
BN217;30.5;38.0;7.5;PEL;"";"";schiste alteres ;;;;;;EXW_0726
BN217;38.0;42.8;4.8;GRE;"";"";Greso pelite noire ;;;;;;EXW_0726
BN217;42.8;47.5;4.7;GRE;"";"";alternance scistes alteres et gres alteres;;;;;;EXW_0726
BN217;47.5;58.0;10.5;GRE;"";"";Greso-pelite;;;;;;EXW_0726
BN217;58.0;114.0;56.0;PEL;"";"";pelites greseuses ;;;;;;EXW_0726
BN217;114.0;115.2;1.2;GRE;"";"";Gres quartziques ;;;;;;EXW_0726
BN217;115.2;126.5;11.3;PEL;"";"";pelites greseuses ;;;;;;EXW_0726
BN217;126.5;129.5;3.0;PEL;"";"";Pelite noire ;;;;;;EXW_0726
BN217;129.5;177.0;47.5;GRE;"";"";Greso-pelite;;;;;;EXW_0726
BN217;177.0;178.5;1.5;PEL;"";"";Pelite noire ;;;;;;EXW_0726
BN217;178.5;184.8;6.3;GRE;"";"";Greso-pelite;;;;;;EXW_0726
BN217;184.8;185.0;0.2;GRE;"";"";Greso pelite a Ankerite ;;;;;;EXW_0726
BN217;185.0;187.0;2.0;GRE;"";"";Greso pelite ;;;;;;EXW_0726
BN217;187.0;202.0;15.0;GRE;"";"";Gres grisatres silicifie;;;;;;EXW_0726
BN217;202.0;204.2;2.2;GRE;"";"";Greso pelelite;;;;;;EXW_0726
BN217;204.2;206.1;1.9;PEL;"";"";pelite noire ;;;;;;EXW_0726
BN217;206.1;206.5;0.4;PEL;"";"";pelite noire legerement deforme;;;;;;EXW_0726
BN217;206.5;206.9;0.4;PEL;"";"";pelite noire a Ba rosatre;;;;;;EXW_0726
BN217;206.9;207.4;0.5;PEL;"";"";Idem;;;;;;EXW_0726
BN217;207.4;207.7;0.3;PEL;"";"";pelite et quartz laiteux a Ba rosatre;;;;;;EXW_0726
BN217;207.7;208.7;1.0;PEL;"";"";pelite noire deformes;;;;;;EXW_0726
BN217;208.7;209.0;0.3;PEL;"";"";pelite noire deformes a filonets de qaurtz a cpy;;;;;;EXW_0726
BN217;209.0;209.7;0.7;PEL;"";"";pelite noire deformes ;;;;;;EXW_0726
BN217;209.7;210.0;0.3;PEL;"";"";pelite noire deformes a filonets de qaurtz;;;;;;EXW_0726
BN217;210.0;211.0;1.0;PEL;"";"";pelite noire deformes a filonets de qaurtz a cpy;;;;;;EXW_0726
BN217;211.0;211.8;0.8;PEL;"";"";Idem;;;;;;EXW_0726
BN217;211.8;212.5;0.7;PEL;"";"";Idem;;;;;;EXW_0726
BN217;212.5;213.5;1.0;PEL;"";"";pelite noire a traces cpy;;;;;;EXW_0726
TRE_FR1_160;2.0;3.0;1.0;ST;"";"";"";;;;;;EXW_0726
BN217;213.5;214.5;1.0;PEL;"";"";Quartz blanc a cpy massive et PN deformes ;;;;;;EXW_0726
BN217;214.5;215.0;0.5;PEL;"";"";Idem;;;;;;EXW_0726
BN217;215.0;216.0;1.0;PEL;"";"";pelite noire deformes ;;;;;;EXW_0726
BN217;217.0;218.0;1.0;PEL;"";"";Idem;;;;;;EXW_0726
BN217;218.0;219.0;1.0;PEL;"";"";pelite noire a traces cpy;;;;;;EXW_0726
BN217;219.0;220.0;1.0;PEL;"";"";Gesopelites .Quartz .pyrite .cpy et siderite;;;;;;EXW_0726
BN217;220.0;221.0;1.0;ST;"";QZ+SIDR;Quartz .pyrite .cpy et sederite;;;;;;EXW_0726
BN217;221.0;222.0;1.0;PEL;"";"";Idem;;;;;;EXW_0726
BN217;222.0;223.0;1.0;PEL;"";"";Idem;;;;;;EXW_0726
BN217;223.0;224.0;1.0;PEL;"";"";pelite noire deformes a filonets de qaurtz blanc;;;;;;EXW_0726
BN217;224.0;225.0;1.0;PEL;"";"";Idem;;;;;;EXW_0726
BN217;225.0;226.0;1.0;PEL;"";"";Gresopelites deformes a traces quartz ;;;;;;EXW_0726
BN217;226.0;227.0;1.0;ST;"";QZ;Quartz brechique a Cpy;;;;;;EXW_0726
BN217;227.0;228.0;1.0;PEL;CPY+PY;"";Idem;;;;;;EXW_0726
BN217;228.0;228.3;0.3;PEL;"";"";Idem;;;;;;EXW_0726
BN217;228.3;229.4;1.1;ST;"";QZ+SIDR;Quartz .Pyr.Siderite Cpy massive;;;;;;EXW_0726
BN217;229.4;230.0;0.6;PEL;"";"";Gresopelites quartz blanc et traces pyrite  ;;;;;;EXW_0726
BN217;230.0;230.4;0.4;PEL;"";"";pelite noire ;;;;;;EXW_0726
BN217;230.4;237.0;6.6;PEL;"";"";Gresopelites deformes;;;;;;EXW_0726
BN217;237.0;239.0;2.0;GRE;CPY;"";alternace gres et gresopelites ;;;;;;EXW_0726
BN-EXW-80-Taille2ET4R1;0.0;2.5;2.5;ST;"";QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R2;0.0;2.1;2.1;ST;"";QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R3;0.0;2.6;2.6;ST;CPY+PY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R4;0.0;2.4;2.4;ST;"";QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R5;0.0;2.0;2.0;ST;"";QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R6;0.0;2.0;2.0;ST;"";QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R7;0.0;1.6;1.6;ST;"";QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R8;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R9;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R10;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R11;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
TRE_FR12_160;1.3;2.6;1.3;ST;"";"";"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R12;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R13;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R14;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R15;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R16;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R17;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R18;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R19;0.0;2.5;2.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R20;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R21;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R22;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R23;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R24;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R25;0.0;2.8;2.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R26;0.0;2.5;2.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R27;0.0;2.7;2.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R28;0.0;3.4;3.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R29;0.0;3.6;3.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R30;0.0;2.6;2.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R31;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R32;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R33;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R34;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF61;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R35;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R36;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R37;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R38;0.0;1.9;1.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R39;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille2ET4R40;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R2;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R3;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R4;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R5;0.0;2.0;2.0;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R6;0.0;2.2;2.2;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R7;0.0;2.4;2.4;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R8;0.0;2.7;2.7;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R9;0.0;2.5;2.5;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R10;0.0;2.5;2.5;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R11;0.0;2.5;2.5;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R12;0.0;2.0;2.0;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R13;0.0;2.0;2.0;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R14;0.0;1.0;1.0;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-EXW-80-Taille1WT3R15;0.0;0.8;0.8;ST;CPY;SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF0;0.0;2.5;2.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF1;0.0;4.2;4.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF2;0.0;1.3;1.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF3;0.0;1.5;1.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF4;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF5;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF6;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF7;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF8;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF9;0.0;4.0;4.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF10;0.0;2.7;2.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF11;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF12;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF13;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF14;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF15;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF16;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF17;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF18;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF19;0.0;2.2;2.2;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF20;0.0;2.6;2.6;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF21;0.0;2.1;2.1;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF22;0.0;2.6;2.6;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF23;0.0;2.4;2.4;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF24;0.0;2.2;2.2;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF25;0.0;2.4;2.4;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF26;0.0;2.5;2.5;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF27;0.0;3.0;3.0;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF28;0.0;2.4;2.4;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF29;0.0;2.2;2.2;ST;CPY;QZ+SIDR+BARY;"";;;;;;EXW_0726
BN-ExW-140SPTrWF30;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF31;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF32;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF33;0.0;2.5;2.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF34;0.0;2.5;2.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF36;0.0;2.8;2.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF37;0.0;3.3;3.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF38;0.0;3.9;3.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF39;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF40;0.0;4.8;4.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF41;0.0;2.7;2.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF42;0.0;2.7;2.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF43;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF44;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF45;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF46;0.0;3.6;3.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF47;0.0;3.3;3.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF48;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF49;0.0;3.3;3.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF50;0.0;2.6;2.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF51;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF52;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF53;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF54;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF55;0.0;1.6;1.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF56;0.0;1.7;1.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF57;0.0;2.8;2.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF58;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF59;0.0;1.9;1.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF60;0.0;2.3;2.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF62;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF63;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF64;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF65;0.0;1.9;1.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF66;0.0;3.0;3.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrWF67;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF0;0.0;2.9;2.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF1;0.0;3.1;3.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF2;0.0;2.9;2.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF3;0.0;2.6;2.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF4;0.0;2.6;2.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF5;0.0;1.9;1.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF6;0.0;2.4;2.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF7;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF8;0.0;2.6;2.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF9;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF10;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF11;0.0;2.1;2.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF12;0.0;2.2;2.2;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF13;0.0;1.3;1.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF14;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF16;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF17;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF18;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF19;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF20;0.0;1.9;1.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF21;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF22;0.0;1.8;1.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF23;0.0;1.5;1.5;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF24;0.0;2.0;2.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF25;0.0;1.6;1.6;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF26;0.0;1.4;1.4;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF27;0.0;1.3;1.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF28;0.0;1.7;1.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF29;0.0;1.3;1.3;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF30;0.0;1.0;1.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF31;0.0;1.0;1.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF32;0.0;1.0;1.0;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF33;0.0;0.8;0.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF34;0.0;0.7;0.7;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF35;0.0;1.1;1.1;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF36;0.0;0.8;0.8;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
BN-ExW-140SPTrEF37;0.0;0.9;0.9;ST;CPY;QZ+SIDR;"";;;;;;EXW_0726
